key,latitude,longitude
830,40.828165,-73.949199
831,40.741434,-73.998777
832,40.807340,-73.942384
833,40.759550,-73.951641
834,40.746149,-73.988877
835,40.740078,-73.991884
836,40.719193,-73.996883
837,40.722865,-73.982813
838,40.825573,-73.941198
839,40.799038,-73.938563
840,40.750038,-73.983409
841,40.811626,-73.950603
842,40.724792,-74.009315
843,40.798633,-73.935670
844,40.798619,-73.935634
845,40.798540,-73.935407
846,40.798661,-73.935739
847,40.798575,-73.935529
848,40.735431,-74.009017
849,40.798603,-73.935598
850,40.798559,-73.935497
851,40.798545,-73.935461
852,40.798644,-73.935649
853,40.798622,-73.935602
854,40.774533,-73.949890
855,40.798603,-73.935551
856,40.806640,-73.953735
857,40.798581,-73.935504
858,40.739298,-73.982823
859,40.798562,-73.935454
860,40.764285,-73.958312
861,40.719128,-74.005166
862,40.724559,-73.991518
863,40.727330,-73.979583
864,40.740874,-73.995634
865,40.729120,-73.983421
866,40.721340,-74.008619
867,40.720640,-73.990198
